split_a,path_a,split_b,path_b,distance,same_class
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\epidermal-cyst-161.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\basal-cell-carcinoma-lesion-55.jpeg,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\epidermal-nevus-12.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\epidermal-nevus-4.jpeg,3,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\epidermal-nevus-47.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\actinic-keratosis-5FU-33.jpeg,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\epidermal-nevus-9.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\leiomyomata-7.jpeg,3,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\keloids-4.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-nummular-175.jpeg,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\keratoacanthoma-117.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Warts\warts-common-41.jpeg,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\keratoacanthoma-123.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\basal-cell-carcinoma-lesion-70.jpeg,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\keratoacanthoma-94.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\keratoacanthoma-95.jpeg,3,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\lymphocytic-infiltrate-jessner-1.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-asteatotic-30.jpeg,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\neurofibromas-18.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\leiomyomata-1.jpeg,3,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\neurofibromas-3.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Acne\acne-open-comedo-12.jpeg,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\neurofibromas-9.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-nummular-183.jpeg,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\porokeratosis-16.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Acne\acne-open-comedo-12.jpeg,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\porokeratosis-58.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\epidermal-cyst-154.jpeg,3,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\sebaceous-hyperplasia-103.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-asteatotic-35.jpeg,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\sebaceous-hyperplasia-41.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\sebaceous-hyperplasia-51.jpeg,3,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\sebaceous-hyperplasia-92.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\sebaceous-hyperplasia-96.jpeg,3,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\skin-tags-polyps-13.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\PAT_1282_978_328.png,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\skin-tags-polyps-25.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\ISIC_0029141.jpg,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\skin-tags-polyps-52.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-asteatotic-49.jpeg,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\skin-tags-polyps-63.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\ctcl-30.jpeg,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\syringoma-49.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\neurofibromas-16.jpeg,3,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-areola-15.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-areola-16.jpeg,3,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-asteatotic-32.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\keratoacanthoma-131.jpeg,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-asteatotic-46.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\neurofibromas-13.jpeg,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-asteatotic-50.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-nummular-191.jpeg,3,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-foot-68.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-fingertips-81.jpeg,3,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-nummular-121.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\epidermal-nevus-22.jpeg,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-nummular-129.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-fingertips-88.jpeg,3,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-nummular-167.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Vasculitis\schamberg-disease-59.jpeg,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-nummular-170.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Warts\warts-flat-46.jpeg,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-nummular-175.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\neurofibromas-8.jpeg,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-nummular-93.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Warts\warts-flat-26.jpeg,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-subacute-104.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\images199.jpeg,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-subacute-3.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\epidermal-nevus-71.jpeg,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Lupus\lupus-chronic-cutaneous-123.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\PAT_1282_978_328.png,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Lupus\sle-58__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Acne\acne-face-55__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\266.jpg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\267.jpg,3,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\295.jpg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\293.jpg,3,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\basal-cell-carcinoma-face-2.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\basal-cell-carcinoma-lesion-51.jpeg,3,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\basal-cell-carcinoma-lesion-112.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Warts\warts-common-6.jpeg,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\basal-cell-carcinoma-lesion-14.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\basal-cell-carcinoma-superficial-7.jpeg,3,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\basal-cell-carcinoma-superficial-19.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\PAT_1130_501_181.png,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\basal-cell-carcinoma-superficial-34.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Warts\warts-common-22.jpeg,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\basal-cell-carcinoma-superficial-6.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\basal-cell-carcinoma-superficial-12.jpeg,3,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\basal-cell-nevus-syndrome-19.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\keloids-5.jpeg,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\ctcl-119.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Vasculitis\erythema-nodosum-12.jpeg,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\ctcl-24.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\ctcl-58.jpeg,3,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\ctcl-52.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\images64.jpeg,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\ctcl-90.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-nummular-20.jpeg,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Vasculitis\erythema-nodosum-16.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Vasculitis\erythema-nodosum-18.jpeg,3,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Vasculitis\henoch-schonlein-purpura-23.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-asteatotic-29.jpeg,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Vasculitis\interstitial-granulomatous-dermatitis-16.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\porokeratosis-48.jpeg,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Vasculitis\schamberg-disease-1.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\nevus-sebaceous-32.jpeg,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Vasculitis\schamberg-disease-42.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Vasculitis\schamberg-disease-74.jpeg,3,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Vasculitis\sweets-syndrome-1.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Vasculitis\sweets-syndrome-5.jpeg,3,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Vasculitis\sweets-syndrome-9.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Vasculitis\pyoderma-gangrenosum-12.jpeg,3,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Vasculitis\vasculitis-107.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-chronic-22.jpeg,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Vasculitis\vasculitis-6.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\neurofibromas-9.jpeg,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Warts\warts-common-29.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-asteatotic-49.jpeg,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Warts\warts-digitate-12.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\basal-cell-carcinoma-lesion-64.jpeg,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Warts\warts-flat-30.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\PAT_1130_501_181.png,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Warts\warts-flat-35.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-asteatotic-42.jpeg,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Warts\warts-flat-36.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Warts\warts-plantar-11.jpeg,3,1
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Warts\warts-periungual-12.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\nevus-sebaceous-32.jpeg,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Warts\warts-periungual-9.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-asteatotic-35.jpeg,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Warts\warts-plantar-11.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Lupus\sle-58__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Warts\warts-plantar-28.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Acne\acne-open-comedo-12.jpeg,3,0
train,C:\Users\raghu\datasets\skin\SkinDisease\train\Warts\warts-plantar-83.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\PAT_1282_978_328.png,3,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Acne\acne-closed-comedo-003.jpeg,valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Acne\acne-closed-comedo-12.jpeg,3,1
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Acne\acne-closed-comedo-5.jpeg,valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Actinic_Keratosis\452__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,3,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Acne\acne-closed-comedo-6.jpeg,valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Acne\acne-closed-comedo-7.jpeg,3,1
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Acne\acne-cystic-14.jpeg,valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Actinic_Keratosis\420__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,3,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Actinic_Keratosis\493__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Actinic_Keratosis\420__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,3,1
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Actinic_Keratosis\565__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Vasculitis\erythema-multiforme-101.jpeg,3,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Benign_tumors\accessory-nipple-8.jpeg,valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Benign_tumors\dermatofibroma-63.jpeg,3,1
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Benign_tumors\dermatofibroma-89.jpeg,valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Benign_tumors\dermatofibroma-63.jpeg,3,1
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Eczema\05AtopicDerm0112042.jpeg,valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Eczema\05Atopic0322042.jpeg,3,1
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Eczema\05AtopicPop1.jpeg,valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Eczema\05Atopic12060425.jpeg,3,1
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Eczema\05atopicAdult1118051.jpeg,valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Eczema\05Atopic12060426.jpeg,3,1
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Eczema\05atopicChild0828063.jpeg,valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Lupus\2550__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,3,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Eczema\3Eczema3-291.jpeg,valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Acne\acne-closed-comedo-13.jpeg,3,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Lupus\2543__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Eczema\05Atopic12060422.jpeg,3,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Lupus\2566__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Actinic_Keratosis\565__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,3,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Vasculitis\erythema-multiforme-16.jpeg,valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Actinic_Keratosis\PAT_1547_1876_839.png,3,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Vasculitis\erythema-multiforme-98.jpeg,valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Vasculitis\erythema-multiforme-99.jpeg,3,1
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Acne\acne-closed-comedo-5.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\dermatofibroma-127.jpeg,4,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Acne\acne-closed-comedo-7.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Lupus\lupus-acute-36.jpeg,4,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Acne\acne-cystic-28.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\PAT_384_782_292.png,4,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Acne\acne-cystic-33.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\actinic-keratosis-face-56.jpeg,4,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Actinic_Keratosis\261__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\epidermal-nevus-27.jpeg,4,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Actinic_Keratosis\297__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Warts\warts-flat-64.jpeg,4,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Actinic_Keratosis\569__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-hand-181.jpeg,4,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Actinic_Keratosis\PAT_1531_1800_683.png,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\sebaceous-hyperplasia-36.jpeg,4,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Actinic_Keratosis\PAT_1615_2749_350.png,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\actinic-keratosis-face-49.jpeg,4,1
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Actinic_Keratosis\PAT_1811_3487_560.png,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-asteatotic-46.jpeg,4,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Benign_tumors\12.jpg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\dermatofibroma-127.jpeg,4,1
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Benign_tumors\42.jpg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\dermatofibroma-127.jpeg,4,1
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Benign_tumors\dermatofibroma-26.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\dermatofibroma-133.jpeg,4,1
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Benign_tumors\dermatofibroma-57.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\basal-cell-carcinoma-lesion-62.jpeg,4,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Benign_tumors\dermatofibroma-73.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Acne\acne-open-comedo-12.jpeg,4,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Benign_tumors\dermatofibroma-81.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\keratoacanthoma-142.jpeg,4,1
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Benign_tumors\dermatofibroma-89.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\keratoacanthoma-123.jpeg,4,1
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Eczema\05Atopic03290446.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\porokeratosis-48.jpeg,4,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Eczema\05Atopic071204.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Vasculitis\erythema-nodosum-15.jpeg,4,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Eczema\05Atopic1206046.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-nummular-175.jpeg,4,1
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Eczema\05atopic022805.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-nummular-191.jpeg,4,1
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Eczema\05atopic0411056.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Warts\warts-periungual-9.jpeg,4,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Eczema\05atopicAdult111805.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\basal-cell-carcinoma-lesion-87.jpeg,4,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Eczema\05atopicChild0828061.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Vasculitis\schamberg-disease-71.jpeg,4,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Eczema\05atopicDerm0328051.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Vasculitis\henoch-schonlein-purpura-23.jpeg,4,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\SkinCancer\137.jpg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-asteatotic-49.jpeg,4,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\SkinCancer\143.jpg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Actinic_Keratosis\ISIC_0030586.jpg,4,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\SkinCancer\158.jpg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\dermatofibroma-100.jpeg,4,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\SkinCancer\168.jpg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\basal-cell-carcinoma-lesion-121.jpeg,4,1
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\SkinCancer\169.jpg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Acne\acne-cystic-110.jpeg,4,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\SkinCancer\83.jpg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\SkinCancer\malignant-melanoma-116.jpeg,4,1
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Vasculitis\erythema-multiforme-134.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\porokeratosis-48.jpeg,4,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Vasculitis\erythema-multiforme-135.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\porokeratosis-48.jpeg,4,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Vasculitis\erythema-multiforme-144.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\epidermal-nevus-71.jpeg,4,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Vasculitis\erythema-multiforme-86.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\epidermal-nevus-24.jpeg,4,0
valid,C:\Users\raghu\datasets\skin\SkinDisease\valid\Vasculitis\erythema-multiforme-98.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\porokeratosis-48.jpeg,4,0
test,C:\Users\raghu\datasets\skin\SkinDisease\test\Acne\157__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Eczema\eczema-asteatotic-37.jpeg,4,0
test,C:\Users\raghu\datasets\skin\SkinDisease\test\Acne\acne-cystic-84.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Acne\acne-cystic-112.jpeg,4,1
test,C:\Users\raghu\datasets\skin\SkinDisease\test\Acne\acne-face-5-9__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Benign_tumors\epidermal-nevus-71.jpeg,4,0
test,C:\Users\raghu\datasets\skin\SkinDisease\test\Acne\acne-open-comedo-72.jpeg,train,C:\Users\raghu\datasets\skin\SkinDisease\train\Acne\acne-face-55__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,4,1
